Round,Winning Number,Winning Index,Color
335,22,23,Black
336,19,20,Red
337,19,20,Red
338,36,37,Red
339,19,20,Red
340,6,7,Black
341,24,25,Black
342,29,30,Black
343,20,21,Black
344,0,0,Green
345,11,12,Black
346,22,23,Black
347,22,23,Black
348,7,8,Red
349,5,6,Red
350,7,8,Red
351,16,17,Red
352,26,27,Black
353,31,32,Black
354,22,23,Black
355,24,25,Black
356,13,14,Black
357,21,22,Red
358,10,11,Black
359,14,15,Red
360,27,28,Red
361,16,17,Red
362,17,18,Black
363,27,28,Red
364,28,29,Black
365,18,19,Red
366,29,30,Black
367,24,25,Black
368,1,2,Red
369,33,34,Black
370,3,4,Red
371,4,5,Black
372,24,25,Black
373,24,25,Black
374,21,22,Red
375,18,19,Red
376,28,29,Black
377,6,7,Black
378,33,34,Black
379,19,20,Red
380,7,8,Red
381,19,20,Red
382,32,33,Red
383,15,16,Black
384,13,14,Black
385,22,23,Black
386,34,35,Red
387,33,34,Black
388,2,3,Black
389,27,28,Red
390,6,7,Black
391,16,17,Red
392,00,1,Green
393,30,31,Red
394,29,30,Black
395,6,7,Black
396,34,35,Red
397,36,37,Red
398,17,18,Black
399,17,18,Black
400,14,15,Red
401,7,8,Red
402,15,16,Black
403,21,22,Red
404,11,12,Black
405,10,11,Black
406,26,27,Black
407,29,30,Black
408,32,33,Red
409,34,35,Red
410,28,29,Black
411,28,29,Black
412,9,10,Red
413,5,6,Red
414,18,19,Red
415,23,24,Red
416,16,17,Red
417,12,13,Red
418,5,6,Red
419,7,8,Red
420,7,8,Red
421,26,27,Black
422,14,15,Red
423,31,32,Black
424,18,19,Red
425,12,13,Red
426,8,9,Black
427,34,35,Red
428,11,12,Black
429,34,35,Red
430,21,22,Red
431,19,20,Red
432,1,2,Red
433,25,26,Red
434,00,1,Green
435,35,36,Black
436,2,3,Black
437,34,35,Red
438,20,21,Black
439,8,9,Black
440,36,37,Red
441,10,11,Black
442,21,22,Red
443,19,20,Red
444,33,34,Black
445,9,10,Red
446,36,37,Red
447,36,37,Red
448,6,7,Black
449,23,24,Red
450,25,26,Red
451,21,22,Red
452,2,3,Black
453,31,32,Black
454,6,7,Black
455,31,32,Black
456,6,7,Black
457,14,15,Red
458,27,28,Red
459,17,18,Black
460,31,32,Black
461,19,20,Red
462,33,34,Black
463,31,32,Black
464,00,1,Green
465,14,15,Red
466,5,6,Red
467,19,20,Red
468,18,19,Red
469,8,9,Black
470,1,2,Red
471,10,11,Black
472,11,12,Black
473,10,11,Black
474,33,34,Black
475,24,25,Black
476,26,27,Black
477,20,21,Black
478,19,20,Red
479,31,32,Black
480,36,37,Red
481,17,18,Black
482,4,5,Black
483,32,33,Red
484,26,27,Black
485,3,4,Red
486,19,20,Red
487,29,30,Black
488,26,27,Black
489,2,3,Black
490,25,26,Red
491,32,33,Red
492,32,33,Red
493,26,27,Black
494,23,24,Red
495,36,37,Red
496,8,9,Black
497,29,30,Black
498,11,12,Black
499,22,23,Black
500,0,0,Green
501,11,12,Black
502,2,3,Black
503,9,10,Red
504,27,28,Red
505,6,7,Black
506,1,2,Red
507,33,34,Black
508,10,11,Black
509,8,9,Black
510,26,27,Black
511,33,34,Black
512,12,13,Red
513,8,9,Black
514,32,33,Red
515,22,23,Black
516,9,10,Red
517,31,32,Black
518,12,13,Red
519,31,32,Black
520,31,32,Black
521,36,37,Red
522,9,10,Red
523,26,27,Black
524,30,31,Red
525,20,21,Black
526,2,3,Black
527,26,27,Black
528,14,15,Red
529,8,9,Black
530,30,31,Red
531,1,2,Red
532,6,7,Black
533,18,19,Red
534,2,3,Black
535,00,1,Green
536,31,32,Black
537,14,15,Red
538,10,11,Black
539,33,34,Black
540,36,37,Red
541,28,29,Black
542,7,8,Red
543,2,3,Black
544,9,10,Red
545,26,27,Black
546,34,35,Red
547,7,8,Red
548,13,14,Black
549,2,3,Black
550,17,18,Black
551,3,4,Red
552,15,16,Black
553,29,30,Black
554,11,12,Black
555,17,18,Black
556,9,10,Red
557,36,37,Red
558,29,30,Black
559,00,1,Green
560,5,6,Red
561,32,33,Red
562,15,16,Black
563,0,0,Green
564,32,33,Red
565,8,9,Black
566,31,32,Black
567,34,35,Red
568,5,6,Red
569,21,22,Red
570,32,33,Red
571,10,11,Black
572,31,32,Black
573,24,25,Black
574,25,26,Red
575,6,7,Black
576,20,21,Black
577,10,11,Black
578,11,12,Black
579,6,7,Black
580,28,29,Black
581,00,1,Green
582,17,18,Black
583,12,13,Red
584,31,32,Black
585,35,36,Black
586,25,26,Red
587,33,34,Black
588,19,20,Red
589,7,8,Red
590,27,28,Red
591,2,3,Black
592,14,15,Red
593,5,6,Red
594,34,35,Red
595,27,28,Red
596,5,6,Red
597,19,20,Red
598,27,28,Red
599,00,1,Green
600,3,4,Red
601,13,14,Black
602,27,28,Red
603,20,21,Black
604,32,33,Red
605,36,37,Red
606,28,29,Black
607,20,21,Black
608,27,28,Red
609,24,25,Black
610,1,2,Red
611,29,30,Black
612,24,25,Black
613,21,22,Red
614,8,9,Black
615,23,24,Red
616,21,22,Red
617,30,31,Red
618,19,20,Red
619,8,9,Black
620,24,25,Black
621,24,25,Black
622,19,20,Red
623,18,19,Red
624,32,33,Red
625,3,4,Red
626,21,22,Red
627,36,37,Red
628,28,29,Black
629,17,18,Black
630,00,1,Green
631,35,36,Black
632,0,0,Green
633,13,14,Black
634,29,30,Black
635,15,16,Black
636,23,24,Red
637,36,37,Red
638,12,13,Red
639,32,33,Red
640,35,36,Black
641,25,26,Red
642,23,24,Red
643,6,7,Black
644,36,37,Red
645,5,6,Red
646,21,22,Red
647,13,14,Black
648,24,25,Black
649,31,32,Black
650,5,6,Red
651,13,14,Black
652,0,0,Green
653,26,27,Black
654,19,20,Red
655,16,17,Red
656,0,0,Green
657,1,2,Red
658,13,14,Black
659,10,11,Black
660,20,21,Black
661,1,2,Red
662,13,14,Black
663,26,27,Black
664,10,11,Black
665,22,23,Black
666,17,18,Black
667,2,3,Black
668,32,33,Red
669,29,30,Black
670,27,28,Red
671,18,19,Red
672,2,3,Black
673,4,5,Black
674,5,6,Red
675,33,34,Black
676,31,32,Black
677,32,33,Red
678,34,35,Red
679,15,16,Black
680,00,1,Green
681,26,27,Black
682,4,5,Black
683,32,33,Red
684,0,0,Green
685,12,13,Red
686,15,16,Black
687,0,0,Green
688,26,27,Black
689,27,28,Red
690,3,4,Red
691,4,5,Black
692,13,14,Black
693,12,13,Red
694,13,14,Black
695,24,25,Black
696,29,30,Black
697,31,32,Black
698,11,12,Black
699,20,21,Black
700,7,8,Red
701,35,36,Black
702,9,10,Red
703,11,12,Black
704,4,5,Black
705,26,27,Black
706,25,26,Red
707,31,32,Black
708,3,4,Red
709,16,17,Red
710,35,36,Black
711,6,7,Black
712,14,15,Red
713,4,5,Black
714,34,35,Red
715,1,2,Red
716,36,37,Red
717,6,7,Black
718,9,10,Red
719,26,27,Black
720,26,27,Black
721,5,6,Red
722,26,27,Black
723,9,10,Red
724,25,26,Red
725,6,7,Black
726,1,2,Red
727,32,33,Red
728,1,2,Red
729,17,18,Black
730,24,25,Black
731,6,7,Black
732,24,25,Black
733,31,32,Black
734,11,12,Black
735,10,11,Black
736,29,30,Black
737,21,22,Red
738,1,2,Red
739,23,24,Red
740,32,33,Red
741,36,37,Red
742,11,12,Black
743,18,19,Red
744,34,35,Red
745,8,9,Black
746,22,23,Black
747,20,21,Black
748,35,36,Black
749,14,15,Red
750,35,36,Black
751,18,19,Red
752,11,12,Black
753,3,4,Red
754,7,8,Red
755,8,9,Black
756,18,19,Red
757,13,14,Black
758,5,6,Red
759,0,0,Green
760,34,35,Red
761,18,19,Red
762,25,26,Red
763,12,13,Red
764,30,31,Red
765,18,19,Red
766,3,4,Red
767,30,31,Red
768,27,28,Red
769,13,14,Black
770,1,2,Red
771,22,23,Black
772,25,26,Red
773,8,9,Black
774,4,5,Black
775,5,6,Red
776,15,16,Black
777,7,8,Red
778,30,31,Red
779,14,15,Red
780,0,0,Green
781,13,14,Black
782,27,28,Red
783,34,35,Red
784,27,28,Red
785,1,2,Red
786,36,37,Red
787,16,17,Red
788,33,34,Black
789,35,36,Black
790,17,18,Black
791,0,0,Green
792,11,12,Black
793,11,12,Black
794,28,29,Black
795,30,31,Red
796,20,21,Black
797,6,7,Black
798,5,6,Red
799,24,25,Black
800,18,19,Red
801,34,35,Red
802,25,26,Red
803,26,27,Black
804,16,17,Red
805,33,34,Black
806,25,26,Red
807,18,19,Red
808,35,36,Black
809,8,9,Black
810,11,12,Black
811,31,32,Black
812,18,19,Red
813,23,24,Red
814,16,17,Red
815,11,12,Black
816,25,26,Red
817,30,31,Red
818,24,25,Black
819,4,5,Black
820,25,26,Red
821,24,25,Black
822,24,25,Black
823,29,30,Black
824,5,6,Red
825,24,25,Black
826,25,26,Red
827,11,12,Black
828,31,32,Black
829,6,7,Black
830,14,15,Red
831,14,15,Red
832,3,4,Red
833,14,15,Red
834,25,26,Red
835,12,13,Red
836,29,30,Black
837,19,20,Red
838,21,22,Red
839,23,24,Red
840,24,25,Black
841,26,27,Black
842,6,7,Black
843,27,28,Red
844,32,33,Red
845,12,13,Red
846,21,22,Red
847,20,21,Black
848,34,35,Red
849,3,4,Red
850,11,12,Black
851,9,10,Red
852,27,28,Red
853,11,12,Black
854,0,0,Green
855,32,33,Red
856,10,11,Black
857,1,2,Red
858,15,16,Black
859,13,14,Black
860,8,9,Black
861,23,24,Red
862,32,33,Red
863,19,20,Red
864,3,4,Red
865,22,23,Black
866,28,29,Black
867,22,23,Black
868,0,0,Green
869,15,16,Black
870,28,29,Black
871,8,9,Black
872,26,27,Black
873,20,21,Black
874,5,6,Red
875,13,14,Black
876,29,30,Black
877,1,2,Red
878,19,20,Red
879,32,33,Red
880,24,25,Black
881,20,21,Black
882,22,23,Black
883,13,14,Black
884,5,6,Red
885,35,36,Black
886,16,17,Red
887,17,18,Black
888,35,36,Black
889,3,4,Red
890,36,37,Red
891,00,1,Green
892,26,27,Black
893,6,7,Black
894,24,25,Black
895,17,18,Black
896,1,2,Red
897,16,17,Red
898,18,19,Red
899,35,36,Black
900,33,34,Black
901,16,17,Red
902,00,1,Green
903,32,33,Red
904,21,22,Red
905,16,17,Red
906,27,28,Red
907,7,8,Red
908,14,15,Red
909,34,35,Red
910,35,36,Black
911,8,9,Black
912,7,8,Red
913,17,18,Black
914,28,29,Black
915,3,4,Red
916,31,32,Black
917,11,12,Black
918,12,13,Red
919,32,33,Red
920,26,27,Black
921,24,25,Black
922,16,17,Red
923,3,4,Red
924,19,20,Red
925,18,19,Red
926,5,6,Red
927,19,20,Red
928,13,14,Black
929,10,11,Black
930,3,4,Red
931,0,0,Green
932,28,29,Black
933,5,6,Red
934,10,11,Black
935,9,10,Red
936,30,31,Red
937,30,31,Red
938,4,5,Black
939,18,19,Red
940,16,17,Red
941,19,20,Red
942,6,7,Black
943,35,36,Black
944,29,30,Black
945,14,15,Red
946,13,14,Black
947,3,4,Red
948,28,29,Black
949,17,18,Black
950,32,33,Red
951,4,5,Black
952,35,36,Black
953,1,2,Red
954,6,7,Black
955,29,30,Black
956,9,10,Red
957,29,30,Black
958,19,20,Red
959,5,6,Red
960,7,8,Red
961,29,30,Black
962,30,31,Red
963,25,26,Red
964,16,17,Red
965,34,35,Red
966,15,16,Black
967,30,31,Red
968,30,31,Red
969,5,6,Red
970,23,24,Red
971,26,27,Black
972,27,28,Red
973,6,7,Black
974,12,13,Red
975,5,6,Red
976,22,23,Black
977,14,15,Red
978,8,9,Black
979,4,5,Black
980,8,9,Black
981,31,32,Black
982,1,2,Red
983,00,1,Green
984,20,21,Black
985,29,30,Black
986,20,21,Black
987,17,18,Black
988,33,34,Black
989,0,0,Green
990,18,19,Red
991,18,19,Red
992,28,29,Black
993,31,32,Black
994,35,36,Black
995,16,17,Red
996,22,23,Black
997,10,11,Black
998,25,26,Red
999,15,16,Black
1000,36,37,Red
1001,22,23,Black
1002,1,2,Red
1003,22,23,Black
1004,24,25,Black
1005,11,12,Black
1006,31,32,Black
1007,2,3,Black
1008,2,3,Black
1009,32,33,Red
1010,9,10,Red
1011,21,22,Red
1012,24,25,Black
1013,15,16,Black
1014,00,1,Green
1015,3,4,Red
1016,6,7,Black
1017,26,27,Black
1018,21,22,Red
1019,13,14,Black
1020,32,33,Red
1021,6,7,Black
1022,20,21,Black
1023,25,26,Red
1024,6,7,Black
1025,26,27,Black
1026,16,17,Red
1027,30,31,Red
1028,34,35,Red
1029,13,14,Black
1030,31,32,Black
1031,5,6,Red
1032,16,17,Red
1033,19,20,Red
1034,19,20,Red
1035,5,6,Red
1036,22,23,Black
1037,31,32,Black
1038,19,20,Red
1039,33,34,Black
1040,11,12,Black
1041,29,30,Black
1042,0,0,Green
1043,21,22,Red
1044,19,20,Red
1045,20,21,Black
1046,32,33,Red
1047,24,25,Black
1048,25,26,Red
1049,24,25,Black
1050,15,16,Black
1051,20,21,Black
1052,8,9,Black
1053,31,32,Black
1054,32,33,Red
1055,7,8,Red
1056,10,11,Black
1057,13,14,Black
1058,17,18,Black
1059,25,26,Red
1060,20,21,Black
1061,33,34,Black
1062,2,3,Black
1063,25,26,Red
1064,13,14,Black
1065,2,3,Black
1066,11,12,Black
1067,31,32,Black
1068,28,29,Black
1069,29,30,Black
1070,25,26,Red
1071,15,16,Black
1072,31,32,Black
1073,29,30,Black
1074,21,22,Red
1075,13,14,Black
1076,0,0,Green
1077,34,35,Red
1078,22,23,Black
1079,23,24,Red
1080,18,19,Red
1081,36,37,Red
1082,15,16,Black
1083,36,37,Red
1084,23,24,Red
1085,0,0,Green
1086,18,19,Red
1087,26,27,Black
1088,15,16,Black
1089,1,2,Red
1090,12,13,Red
1091,34,35,Red
1092,29,30,Black
1093,7,8,Red
1094,29,30,Black
1095,24,25,Black
1096,36,37,Red
1097,28,29,Black
1098,4,5,Black
1099,36,37,Red
1100,1,2,Red
1101,13,14,Black
1102,12,13,Red
1103,10,11,Black
1104,34,35,Red
1105,15,16,Black
1106,36,37,Red
1107,28,29,Black
1108,27,28,Red
1109,36,37,Red
1110,35,36,Black
1111,32,33,Red
1112,12,13,Red
1113,9,10,Red
1114,3,4,Red
1115,17,18,Black
1116,4,5,Black
1117,17,18,Black
1118,2,3,Black
1119,1,2,Red
1120,17,18,Black
1121,13,14,Black
1122,12,13,Red
1123,33,34,Black
1124,29,30,Black
1125,0,0,Green
1126,27,28,Red
1127,36,37,Red
1128,18,19,Red
1129,19,20,Red
1130,11,12,Black
1131,9,10,Red
1132,7,8,Red
1133,20,21,Black
1134,18,19,Red
1135,1,2,Red
1136,11,12,Black
1137,28,29,Black
1138,27,28,Red
1139,26,27,Black
1140,26,27,Black
1141,36,37,Red
1142,22,23,Black
1143,00,1,Green
1144,24,25,Black
1145,9,10,Red
1146,2,3,Black
1147,2,3,Black
1148,16,17,Red
1149,20,21,Black
1150,29,30,Black
1151,23,24,Red
1152,1,2,Red
1153,31,32,Black
1154,16,17,Red
1155,25,26,Red
1156,4,5,Black
1157,25,26,Red
1158,8,9,Black
1159,15,16,Black
1160,31,32,Black
1161,14,15,Red
1162,29,30,Black
1163,11,12,Black
1164,4,5,Black
1165,2,3,Black
1166,4,5,Black
1167,32,33,Red
1168,12,13,Red
1169,17,18,Black
1170,23,24,Red
1171,22,23,Black
1172,19,20,Red
1173,31,32,Black
1174,24,25,Black
1175,24,25,Black
1176,31,32,Black
1177,28,29,Black
1178,00,1,Green
1179,3,4,Red
1180,2,3,Black
1181,9,10,Red
1182,1,2,Red
1183,11,12,Black
1184,1,2,Red
1185,5,6,Red
1186,6,7,Black
1187,0,0,Green
1188,9,10,Red
1189,8,9,Black
1190,16,17,Red
1191,11,12,Black
1192,21,22,Red
1193,15,16,Black
1194,34,35,Red
1195,28,29,Black
1196,24,25,Black
1197,20,21,Black
1198,7,8,Red
1199,20,21,Black
1200,4,5,Black
1201,19,20,Red
1202,12,13,Red
1203,10,11,Black
1204,1,2,Red
1205,35,36,Black
1206,23,24,Red
1207,10,11,Black
1208,13,14,Black
1209,12,13,Red
1210,23,24,Red
1211,00,1,Green
1212,14,15,Red
1213,29,30,Black
1214,25,26,Red
1215,17,18,Black
1216,35,36,Black
1217,34,35,Red
1218,13,14,Black
1219,25,26,Red
1220,4,5,Black
1221,30,31,Red
1222,35,36,Black
1223,24,25,Black
1224,26,27,Black
1225,15,16,Black
1226,11,12,Black
1227,25,26,Red
1228,10,11,Black
1229,10,11,Black
1230,1,2,Red
1231,5,6,Red
1232,30,31,Red
1233,3,4,Red
1234,25,26,Red
1235,29,30,Black
1236,31,32,Black
1237,24,25,Black
1238,2,3,Black
1239,23,24,Red
1240,35,36,Black
1241,32,33,Red
1242,8,9,Black
1243,18,19,Red
1244,26,27,Black
1245,4,5,Black
1246,9,10,Red
1247,19,20,Red
1248,11,12,Black
1249,25,26,Red
1250,32,33,Red
1251,10,11,Black
1252,10,11,Black
1253,34,35,Red
1254,17,18,Black
1255,16,17,Red
1256,8,9,Black
1257,10,11,Black
1258,31,32,Black
1259,12,13,Red
1260,9,10,Red
1261,23,24,Red
1262,31,32,Black
1263,33,34,Black
1264,25,26,Red
1265,31,32,Black
1266,6,7,Black
1267,16,17,Red
1268,28,29,Black
1269,0,0,Green
1270,15,16,Black
1271,18,19,Red
1272,6,7,Black
1273,25,26,Red
1274,10,11,Black
1275,23,24,Red
1276,14,15,Red
1277,5,6,Red
1278,2,3,Black
1279,33,34,Black
1280,27,28,Red
1281,3,4,Red
1282,36,37,Red
1283,24,25,Black
1284,31,32,Black
1285,14,15,Red
1286,8,9,Black
1287,36,37,Red
1288,17,18,Black
1289,24,25,Black
1290,28,29,Black
1291,0,0,Green
1292,31,32,Black
1293,20,21,Black
1294,17,18,Black
1295,36,37,Red
1296,33,34,Black
1297,10,11,Black
1298,19,20,Red
1299,17,18,Black
1300,24,25,Black
1301,5,6,Red
1302,4,5,Black
1303,21,22,Red
1304,20,21,Black
1305,16,17,Red
1306,0,0,Green
1307,13,14,Black
1308,29,30,Black
1309,22,23,Black
1310,14,15,Red
1311,34,35,Red
1312,18,19,Red
1313,0,0,Green
1314,32,33,Red
1315,35,36,Black
1316,31,32,Black
1317,33,34,Black
1318,35,36,Black
1319,8,9,Black
1320,6,7,Black
1321,9,10,Red
1322,30,31,Red
1323,20,21,Black
1324,6,7,Black
1325,4,5,Black
1326,24,25,Black
1327,13,14,Black
1328,20,21,Black
1329,24,25,Black
1330,34,35,Red
1331,25,26,Red
1332,33,34,Black
1333,20,21,Black
1334,00,1,Green
1335,2,3,Black
1336,30,31,Red
1337,32,33,Red
1338,8,9,Black
1339,32,33,Red
1340,18,19,Red
1341,4,5,Black
1342,4,5,Black
1343,3,4,Red
1344,26,27,Black
1345,15,16,Black
1346,14,15,Red
1347,7,8,Red
1348,30,31,Red
1349,31,32,Black
1350,26,27,Black
1351,12,13,Red
1352,31,32,Black
1353,13,14,Black
1354,1,2,Red
1355,8,9,Black
1356,4,5,Black
1357,24,25,Black
1358,8,9,Black
1359,28,29,Black
1360,4,5,Black
1361,22,23,Black
1362,34,35,Red
1363,14,15,Red
1364,31,32,Black
1365,11,12,Black
1366,16,17,Red
1367,17,18,Black
1368,30,31,Red
1369,16,17,Red
1370,7,8,Red
1371,33,34,Black
1372,26,27,Black
1373,0,0,Green
1374,34,35,Red
1375,13,14,Black
1376,13,14,Black
1377,1,2,Red
1378,18,19,Red
1379,17,18,Black
1380,8,9,Black
1381,0,0,Green
1382,18,19,Red
1383,13,14,Black
1384,3,4,Red
1385,34,35,Red
1386,21,22,Red
1387,1,2,Red
1388,33,34,Black
1389,14,15,Red
1390,21,22,Red
1391,8,9,Black
1392,6,7,Black
1393,14,15,Red
1394,25,26,Red
1395,33,34,Black
1396,31,32,Black
1397,28,29,Black
1398,23,24,Red
1399,30,31,Red
1400,5,6,Red
1401,31,32,Black
1402,33,34,Black
1403,21,22,Red
1404,22,23,Black
1405,18,19,Red
1406,5,6,Red
1407,14,15,Red
1408,25,26,Red
1409,31,32,Black
1410,19,20,Red
1411,6,7,Black
1412,22,23,Black
1413,5,6,Red
1414,29,30,Black
1415,0,0,Green
1416,4,5,Black
1417,22,23,Black
1418,17,18,Black
1419,35,36,Black
1420,5,6,Red
1421,29,30,Black
1422,3,4,Red
1423,0,0,Green
1424,6,7,Black
1425,10,11,Black
1426,35,36,Black
1427,32,33,Red
1428,9,10,Red
1429,4,5,Black
1430,22,23,Black
1431,35,36,Black
1432,7,8,Red
1433,12,13,Red
1434,4,5,Black
1435,22,23,Black
1436,35,36,Black
1437,12,13,Red
1438,3,4,Red
1439,21,22,Red
1440,19,20,Red
1441,7,8,Red
1442,36,37,Red
1443,2,3,Black
1444,0,0,Green
1445,4,5,Black
1446,19,20,Red
1447,13,14,Black
1448,19,20,Red
1449,6,7,Black
1450,9,10,Red
1451,8,9,Black
1452,0,0,Green
1453,9,10,Red
1454,13,14,Black
1455,24,25,Black
1456,30,31,Red
1457,29,30,Black
1458,32,33,Red
1459,9,10,Red
1460,7,8,Red
1461,25,26,Red
1462,22,23,Black
1463,32,33,Red
1464,3,4,Red
1465,24,25,Black
1466,33,34,Black
1467,18,19,Red
1468,27,28,Red
1469,12,13,Red
1470,28,29,Black
1471,28,29,Black
1472,22,23,Black
1473,7,8,Red
1474,0,0,Green
1475,17,18,Black
1476,6,7,Black
1477,30,31,Red
1478,35,36,Black
1479,1,2,Red
1480,19,20,Red
1481,26,27,Black
1482,22,23,Black
1483,23,24,Red
1484,31,32,Black
1485,31,32,Black
1486,16,17,Red
1487,34,35,Red
1488,12,13,Red
1489,1,2,Red
1490,23,24,Red
1491,29,30,Black
1492,20,21,Black
1493,29,30,Black
1494,24,25,Black
1495,19,20,Red
1496,32,33,Red
