Round,Winning Number,Winning Index,Color
205,1,2,Red
206,35,36,Black
207,27,28,Red
208,0,0,Green
209,18,19,Red
210,00,1,Green
211,14,15,Red
212,7,8,Red
213,4,5,Black
214,31,32,Black
215,35,36,Black
216,20,21,Black
217,35,36,Black
218,13,14,Black
219,18,19,Red
220,13,14,Black
221,2,3,Black
222,26,27,Black
223,0,0,Green
224,0,0,Green
225,14,15,Red
226,13,14,Black
227,33,34,Black
228,31,32,Black
229,34,35,Red
230,25,26,Red
231,10,11,Black
232,28,29,Black
233,9,10,Red
234,21,22,Red
235,25,26,Red
236,13,14,Black
237,12,13,Red
238,31,32,Black
239,36,37,Red
240,12,13,Red
241,14,15,Red
242,8,9,Black
243,1,2,Red
244,10,11,Black
245,36,37,Red
246,36,37,Red
247,9,10,Red
248,5,6,Red
249,12,13,Red
250,2,3,Black
251,27,28,Red
252,6,7,Black
253,16,17,Red
254,4,5,Black
255,31,32,Black
256,7,8,Red
257,6,7,Black
258,35,36,Black
259,4,5,Black
260,2,3,Black
261,9,10,Red
262,3,4,Red
263,3,4,Red
264,25,26,Red
265,10,11,Black
266,00,1,Green
267,14,15,Red
268,21,22,Red
269,29,30,Black
270,24,25,Black
271,1,2,Red
272,33,34,Black
273,18,19,Red
274,11,12,Black
275,2,3,Black
276,6,7,Black
277,36,37,Red
278,35,36,Black
279,7,8,Red
280,4,5,Black
281,15,16,Black
282,21,22,Red
283,12,13,Red
284,13,14,Black
285,33,34,Black
286,19,20,Red
287,0,0,Green
288,23,24,Red
289,32,33,Red
290,10,11,Black
291,11,12,Black
292,15,16,Black
293,17,18,Black
294,25,26,Red
295,6,7,Black
296,11,12,Black
297,36,37,Red
298,30,31,Red
299,10,11,Black
300,26,27,Black
301,5,6,Red
302,22,23,Black
303,0,0,Green
304,31,32,Black
305,34,35,Red
306,15,16,Black
307,13,14,Black
308,0,0,Green
309,26,27,Black
310,33,34,Black
311,24,25,Black
312,35,36,Black
313,15,16,Black
314,28,29,Black
315,11,12,Black
316,00,1,Green
317,2,3,Black
318,27,28,Red
319,23,24,Red
320,5,6,Red
321,9,10,Red
322,29,30,Black
323,30,31,Red
324,13,14,Black
325,16,17,Red
326,9,10,Red
327,17,18,Black
328,5,6,Red
329,34,35,Red
330,28,29,Black
331,30,31,Red
332,4,5,Black
333,35,36,Black
334,30,31,Red
335,35,36,Black
336,21,22,Red
337,33,34,Black
338,33,34,Black
339,17,18,Black
340,4,5,Black
341,23,24,Red
342,0,0,Green
343,4,5,Black
344,27,28,Red
345,20,21,Black
346,9,10,Red
347,7,8,Red
348,34,35,Red
349,20,21,Black
350,26,27,Black
351,17,18,Black
352,17,18,Black
353,2,3,Black
354,7,8,Red
355,1,2,Red
356,10,11,Black
357,5,6,Red
358,30,31,Red
359,22,23,Black
360,4,5,Black
361,12,13,Red
362,16,17,Red
363,8,9,Black
364,7,8,Red
365,36,37,Red
366,0,0,Green
367,36,37,Red
368,19,20,Red
369,29,30,Black
370,23,24,Red
371,6,7,Black
372,7,8,Red
373,00,1,Green
374,9,10,Red
375,28,29,Black
376,11,12,Black
377,26,27,Black
378,19,20,Red
379,12,13,Red
380,13,14,Black
381,15,16,Black
382,19,20,Red
383,4,5,Black
384,25,26,Red
385,23,24,Red
386,14,15,Red
387,8,9,Black
388,9,10,Red
389,1,2,Red
390,4,5,Black
391,19,20,Red
392,7,8,Red
393,24,25,Black
394,00,1,Green
395,4,5,Black
396,00,1,Green
397,23,24,Red
398,7,8,Red
399,20,21,Black
400,8,9,Black
401,7,8,Red
402,2,3,Black
403,24,25,Black
404,35,36,Black
405,26,27,Black
406,10,11,Black
407,33,34,Black
408,35,36,Black
409,32,33,Red
410,30,31,Red
411,27,28,Red
412,2,3,Black
413,31,32,Black
414,33,34,Black
415,12,13,Red
416,11,12,Black
417,17,18,Black
418,12,13,Red
419,12,13,Red
420,25,26,Red
421,28,29,Black
422,33,34,Black
423,22,23,Black
424,30,31,Red
425,5,6,Red
426,35,36,Black
427,6,7,Black
428,13,14,Black
429,34,35,Red
430,14,15,Red
431,9,10,Red
432,9,10,Red
433,26,27,Black
434,1,2,Red
435,14,15,Red
436,00,1,Green
437,13,14,Black
438,7,8,Red
439,28,29,Black
440,5,6,Red
441,1,2,Red
442,29,30,Black
443,0,0,Green
444,4,5,Black
445,18,19,Red
446,34,35,Red
447,27,28,Red
448,12,13,Red
449,1,2,Red
450,14,15,Red
451,35,36,Black
452,18,19,Red
453,00,1,Green
454,16,17,Red
455,13,14,Black
456,1,2,Red
457,11,12,Black
458,14,15,Red
459,23,24,Red
460,25,26,Red
461,6,7,Black
462,1,2,Red
463,35,36,Black
464,11,12,Black
465,34,35,Red
466,13,14,Black
467,17,18,Black
468,35,36,Black
469,35,36,Black
470,15,16,Black
471,16,17,Red
472,32,33,Red
473,29,30,Black
474,10,11,Black
475,30,31,Red
476,1,2,Red
477,30,31,Red
478,32,33,Red
479,25,26,Red
480,21,22,Red
481,6,7,Black
482,24,25,Black
483,5,6,Red
484,36,37,Red
485,2,3,Black
486,31,32,Black
487,26,27,Black
488,6,7,Black
489,28,29,Black
490,12,13,Red
491,28,29,Black
492,2,3,Black
493,18,19,Red
494,17,18,Black
495,00,1,Green
496,8,9,Black
497,00,1,Green
498,26,27,Black
499,29,30,Black
500,16,17,Red
501,16,17,Red
502,10,11,Black
503,24,25,Black
504,00,1,Green
505,24,25,Black
506,33,34,Black
507,29,30,Black
508,31,32,Black
509,35,36,Black
510,25,26,Red
511,29,30,Black
512,8,9,Black
513,13,14,Black
514,20,21,Black
515,3,4,Red
516,15,16,Black
517,24,25,Black
518,12,13,Red
519,19,20,Red
520,15,16,Black
521,5,6,Red
522,3,4,Red
523,13,14,Black
524,00,1,Green
525,13,14,Black
526,7,8,Red
527,33,34,Black
528,19,20,Red
529,18,19,Red
530,00,1,Green
531,17,18,Black
532,2,3,Black
533,22,23,Black
534,4,5,Black
535,14,15,Red
536,10,11,Black
537,6,7,Black
538,34,35,Red
539,30,31,Red
540,27,28,Red
541,2,3,Black
542,6,7,Black
543,23,24,Red
544,00,1,Green
545,12,13,Red
546,24,25,Black
547,16,17,Red
548,28,29,Black
549,4,5,Black
550,3,4,Red
551,27,28,Red
552,8,9,Black
553,4,5,Black
554,29,30,Black
555,18,19,Red
556,10,11,Black
557,34,35,Red
558,16,17,Red
559,4,5,Black
560,15,16,Black
561,33,34,Black
562,31,32,Black
563,12,13,Red
564,26,27,Black
565,6,7,Black
566,26,27,Black
567,15,16,Black
568,27,28,Red
569,35,36,Black
570,33,34,Black
571,35,36,Black
572,18,19,Red
573,18,19,Red
574,18,19,Red
575,25,26,Red
576,5,6,Red
577,29,30,Black
578,34,35,Red
579,34,35,Red
580,13,14,Black
581,24,25,Black
582,22,23,Black
583,31,32,Black
584,17,18,Black
585,16,17,Red
586,30,31,Red
587,12,13,Red
588,24,25,Black
589,33,34,Black
590,13,14,Black
591,33,34,Black
592,20,21,Black
593,2,3,Black
594,19,20,Red
595,11,12,Black
596,26,27,Black
597,31,32,Black
598,5,6,Red
599,25,26,Red
600,34,35,Red
601,13,14,Black
602,21,22,Red
603,9,10,Red
604,0,0,Green
605,3,4,Red
606,33,34,Black
607,9,10,Red
608,00,1,Green
609,12,13,Red
610,36,37,Red
611,12,13,Red
612,28,29,Black
613,26,27,Black
614,19,20,Red
615,26,27,Black
616,30,31,Red
617,31,32,Black
618,2,3,Black
619,35,36,Black
620,17,18,Black
621,22,23,Black
622,34,35,Red
623,0,0,Green
624,25,26,Red
625,34,35,Red
626,15,16,Black
627,16,17,Red
628,14,15,Red
629,10,11,Black
630,12,13,Red
631,5,6,Red
632,1,2,Red
633,18,19,Red
634,5,6,Red
635,00,1,Green
636,25,26,Red
637,13,14,Black
638,30,31,Red
639,23,24,Red
640,20,21,Black
641,33,34,Black
642,7,8,Red
643,15,16,Black
644,1,2,Red
645,14,15,Red
646,22,23,Black
647,31,32,Black
648,19,20,Red
649,26,27,Black
650,14,15,Red
651,10,11,Black
652,15,16,Black
653,26,27,Black
654,8,9,Black
655,17,18,Black
656,35,36,Black
657,3,4,Red
658,16,17,Red
659,28,29,Black
660,12,13,Red
661,17,18,Black
662,17,18,Black
663,15,16,Black
664,36,37,Red
665,16,17,Red
666,7,8,Red
667,10,11,Black
668,21,22,Red
669,5,6,Red
670,13,14,Black
671,5,6,Red
672,30,31,Red
673,13,14,Black
674,0,0,Green
675,20,21,Black
676,0,0,Green
677,00,1,Green
678,5,6,Red
679,24,25,Black
680,26,27,Black
681,12,13,Red
682,11,12,Black
683,5,6,Red
684,27,28,Red
685,36,37,Red
686,00,1,Green
687,35,36,Black
688,13,14,Black
689,14,15,Red
690,20,21,Black
691,24,25,Black
692,21,22,Red
693,31,32,Black
694,35,36,Black
695,5,6,Red
696,00,1,Green
697,28,29,Black
698,25,26,Red
699,00,1,Green
700,4,5,Black
701,6,7,Black
702,18,19,Red
703,15,16,Black
704,1,2,Red
705,27,28,Red
706,15,16,Black
707,7,8,Red
708,18,19,Red
709,19,20,Red
710,6,7,Black
711,14,15,Red
712,23,24,Red
713,14,15,Red
714,27,28,Red
715,23,24,Red
716,31,32,Black
717,9,10,Red
718,15,16,Black
719,20,21,Black
720,34,35,Red
721,16,17,Red
722,5,6,Red
723,27,28,Red
724,16,17,Red
725,30,31,Red
726,24,25,Black
727,3,4,Red
728,36,37,Red
729,5,6,Red
730,7,8,Red
731,15,16,Black
732,18,19,Red
733,3,4,Red
734,8,9,Black
735,36,37,Red
736,8,9,Black
737,33,34,Black
738,11,12,Black
739,27,28,Red
740,30,31,Red
741,29,30,Black
742,17,18,Black
743,19,20,Red
744,9,10,Red
745,27,28,Red
746,14,15,Red
747,9,10,Red
748,35,36,Black
749,32,33,Red
750,8,9,Black
751,27,28,Red
752,3,4,Red
753,14,15,Red
754,30,31,Red
755,16,17,Red
756,6,7,Black
757,4,5,Black
758,34,35,Red
759,18,19,Red
760,22,23,Black
761,4,5,Black
762,8,9,Black
763,1,2,Red
764,7,8,Red
765,11,12,Black
766,35,36,Black
767,26,27,Black
768,15,16,Black
769,4,5,Black
770,2,3,Black
771,5,6,Red
772,30,31,Red
773,30,31,Red
774,33,34,Black
775,18,19,Red
776,2,3,Black
777,11,12,Black
778,11,12,Black
779,17,18,Black
780,29,30,Black
781,3,4,Red
782,14,15,Red
783,6,7,Black
784,18,19,Red
785,28,29,Black
786,19,20,Red
787,16,17,Red
788,3,4,Red
789,36,37,Red
790,31,32,Black
791,17,18,Black
792,27,28,Red
793,00,1,Green
794,7,8,Red
795,00,1,Green
796,23,24,Red
797,18,19,Red
798,29,30,Black
799,2,3,Black
800,18,19,Red
801,34,35,Red
802,29,30,Black
803,9,10,Red
804,23,24,Red
805,26,27,Black
806,36,37,Red
807,24,25,Black
808,3,4,Red
809,24,25,Black
810,19,20,Red
811,34,35,Red
812,19,20,Red
813,28,29,Black
814,15,16,Black
815,31,32,Black
816,17,18,Black
817,9,10,Red
818,28,29,Black
819,26,27,Black
820,22,23,Black
821,32,33,Red
822,13,14,Black
823,0,0,Green
824,22,23,Black
825,2,3,Black
826,21,22,Red
827,16,17,Red
828,34,35,Red
829,34,35,Red
830,7,8,Red
831,33,34,Black
832,35,36,Black
833,9,10,Red
834,00,1,Green
835,34,35,Red
836,20,21,Black
837,31,32,Black
838,8,9,Black
839,30,31,Red
840,16,17,Red
841,8,9,Black
842,26,27,Black
843,19,20,Red
844,24,25,Black
845,3,4,Red
846,6,7,Black
847,34,35,Red
848,25,26,Red
849,35,36,Black
850,31,32,Black
851,30,31,Red
852,25,26,Red
853,31,32,Black
854,12,13,Red
855,6,7,Black
856,35,36,Black
857,31,32,Black
858,35,36,Black
859,25,26,Red
860,30,31,Red
861,17,18,Black
862,11,12,Black
863,0,0,Green
864,30,31,Red
865,11,12,Black
866,14,15,Red
867,8,9,Black
868,36,37,Red
869,19,20,Red
870,26,27,Black
871,16,17,Red
872,00,1,Green
873,36,37,Red
874,17,18,Black
875,28,29,Black
876,5,6,Red
877,00,1,Green
878,36,37,Red
879,22,23,Black
880,12,13,Red
881,19,20,Red
882,9,10,Red
883,28,29,Black
884,15,16,Black
885,7,8,Red
886,28,29,Black
887,5,6,Red
888,17,18,Black
889,36,37,Red
890,16,17,Red
891,31,32,Black
892,25,26,Red
893,27,28,Red
894,12,13,Red
895,20,21,Black
896,24,25,Black
897,0,0,Green
898,25,26,Red
899,36,37,Red
900,8,9,Black
901,29,30,Black
902,2,3,Black
903,9,10,Red
904,30,31,Red
905,25,26,Red
906,24,25,Black
907,21,22,Red
908,20,21,Black
909,13,14,Black
910,9,10,Red
911,00,1,Green
912,28,29,Black
913,13,14,Black
914,10,11,Black
915,11,12,Black
916,35,36,Black
917,13,14,Black
918,6,7,Black
919,19,20,Red
920,6,7,Black
921,33,34,Black
922,30,31,Red
923,10,11,Black
924,6,7,Black
925,25,26,Red
926,35,36,Black
927,14,15,Red
928,36,37,Red
929,32,33,Red
930,14,15,Red
931,18,19,Red
932,16,17,Red
933,24,25,Black
934,12,13,Red
935,12,13,Red
936,0,0,Green
937,25,26,Red
938,23,24,Red
939,19,20,Red
940,35,36,Black
941,28,29,Black
942,34,35,Red
943,29,30,Black
944,30,31,Red
945,21,22,Red
946,29,30,Black
947,20,21,Black
948,32,33,Red
949,7,8,Red
950,35,36,Black
951,27,28,Red
952,36,37,Red
953,25,26,Red
954,21,22,Red
955,30,31,Red
956,6,7,Black
957,5,6,Red
958,22,23,Black
959,25,26,Red
960,23,24,Red
961,15,16,Black
962,27,28,Red
963,36,37,Red
964,18,19,Red
965,24,25,Black
966,36,37,Red
967,28,29,Black
968,25,26,Red
969,20,21,Black
970,33,34,Black
971,24,25,Black
972,26,27,Black
973,5,6,Red
974,29,30,Black
975,5,6,Red
976,5,6,Red
977,11,12,Black
978,30,31,Red
979,6,7,Black
980,14,15,Red
981,11,12,Black
982,20,21,Black
983,3,4,Red
984,00,1,Green
985,26,27,Black
986,15,16,Black
987,3,4,Red
988,21,22,Red
989,9,10,Red
990,00,1,Green
991,23,24,Red
992,33,34,Black
993,4,5,Black
994,16,17,Red
995,00,1,Green
996,6,7,Black
997,31,32,Black
998,23,24,Red
999,32,33,Red
1000,7,8,Red
1001,12,13,Red
1002,34,35,Red
1003,19,20,Red
1004,29,30,Black
1005,21,22,Red
1006,6,7,Black
1007,14,15,Red
1008,33,34,Black
1009,12,13,Red
1010,19,20,Red
1011,4,5,Black
1012,17,18,Black
1013,9,10,Red
1014,5,6,Red
1015,31,32,Black
1016,36,37,Red
1017,25,26,Red
1018,24,25,Black
1019,5,6,Red
1020,22,23,Black
1021,2,3,Black
1022,29,30,Black
1023,2,3,Black
1024,28,29,Black
1025,24,25,Black
1026,33,34,Black
1027,12,13,Red
1028,4,5,Black
1029,12,13,Red
1030,26,27,Black
1031,34,35,Red
1032,21,22,Red
1033,27,28,Red
1034,2,3,Black
1035,12,13,Red
1036,16,17,Red
1037,00,1,Green
1038,19,20,Red
1039,17,18,Black
1040,3,4,Red
1041,26,27,Black
1042,19,20,Red
1043,30,31,Red
1044,2,3,Black
1045,3,4,Red
1046,13,14,Black
1047,27,28,Red
1048,29,30,Black
1049,5,6,Red
1050,10,11,Black
1051,18,19,Red
1052,29,30,Black
1053,14,15,Red
1054,11,12,Black
1055,32,33,Red
1056,10,11,Black
1057,3,4,Red
1058,10,11,Black
1059,31,32,Black
1060,31,32,Black
1061,28,29,Black
1062,22,23,Black
1063,12,13,Red
1064,27,28,Red
1065,15,16,Black
1066,16,17,Red
1067,19,20,Red
1068,13,14,Black
1069,22,23,Black
1070,15,16,Black
1071,20,21,Black
1072,35,36,Black
1073,29,30,Black
1074,24,25,Black
1075,6,7,Black
1076,20,21,Black
1077,35,36,Black
1078,4,5,Black
1079,3,4,Red
1080,0,0,Green
1081,29,30,Black
1082,1,2,Red
1083,4,5,Black
1084,14,15,Red
1085,17,18,Black
1086,32,33,Red
1087,36,37,Red
1088,36,37,Red
1089,29,30,Black
1090,3,4,Red
1091,4,5,Black
1092,1,2,Red
1093,9,10,Red
1094,15,16,Black
1095,20,21,Black
1096,27,28,Red
1097,30,31,Red
1098,33,34,Black
1099,00,1,Green
1100,6,7,Black
1101,18,19,Red
1102,22,23,Black
1103,19,20,Red
1104,4,5,Black
1105,22,23,Black
1106,6,7,Black
1107,27,28,Red
1108,16,17,Red
1109,12,13,Red
1110,1,2,Red
1111,5,6,Red
1112,1,2,Red
1113,30,31,Red
1114,0,0,Green
1115,33,34,Black
1116,6,7,Black
1117,19,20,Red
1118,32,33,Red
1119,15,16,Black
1120,25,26,Red
1121,15,16,Black
1122,00,1,Green
1123,20,21,Black
1124,12,13,Red
1125,9,10,Red
1126,00,1,Green
1127,36,37,Red
1128,22,23,Black
1129,5,6,Red
1130,19,20,Red
1131,17,18,Black
1132,18,19,Red
1133,2,3,Black
1134,0,0,Green
1135,4,5,Black
1136,20,21,Black
1137,19,20,Red
1138,11,12,Black
1139,25,26,Red
1140,6,7,Black
1141,36,37,Red
1142,9,10,Red
1143,34,35,Red
1144,30,31,Red
1145,25,26,Red
1146,2,3,Black
1147,9,10,Red
1148,2,3,Black
1149,25,26,Red
1150,27,28,Red
1151,27,28,Red
1152,11,12,Black
1153,15,16,Black
1154,35,36,Black
1155,29,30,Black
1156,35,36,Black
1157,32,33,Red
1158,22,23,Black
1159,26,27,Black
1160,21,22,Red
1161,18,19,Red
1162,14,15,Red
1163,34,35,Red
1164,9,10,Red
1165,6,7,Black
1166,34,35,Red
1167,7,8,Red
1168,16,17,Red
1169,21,22,Red
1170,21,22,Red
1171,34,35,Red
1172,2,3,Black
1173,19,20,Red
1174,12,13,Red
1175,17,18,Black
1176,9,10,Red
1177,35,36,Black
1178,12,13,Red
1179,7,8,Red
1180,30,31,Red
1181,19,20,Red
1182,29,30,Black
1183,23,24,Red
1184,31,32,Black
1185,16,17,Red
1186,6,7,Black
1187,33,34,Black
1188,33,34,Black
1189,5,6,Red
1190,34,35,Red
1191,10,11,Black
1192,17,18,Black
1193,28,29,Black
1194,00,1,Green
1195,00,1,Green
1196,34,35,Red
1197,21,22,Red
1198,7,8,Red
1199,4,5,Black
1200,17,18,Black
1201,13,14,Black
1202,30,31,Red
1203,25,26,Red
1204,30,31,Red
1205,24,25,Black
1206,23,24,Red
1207,17,18,Black
1208,32,33,Red
1209,20,21,Black
1210,19,20,Red
1211,23,24,Red
1212,21,22,Red
1213,35,36,Black
1214,17,18,Black
1215,10,11,Black
1216,5,6,Red
1217,5,6,Red
1218,28,29,Black
1219,13,14,Black
1220,00,1,Green
1221,8,9,Black
1222,21,22,Red
1223,11,12,Black
1224,0,0,Green
1225,0,0,Green
1226,19,20,Red
1227,21,22,Red
1228,32,33,Red
1229,25,26,Red
1230,11,12,Black
1231,24,25,Black
1232,27,28,Red
1233,13,14,Black
1234,1,2,Red
1235,30,31,Red
1236,8,9,Black
1237,0,0,Green
1238,18,19,Red
1239,20,21,Black
1240,13,14,Black
1241,18,19,Red
1242,3,4,Red
1243,7,8,Red
1244,17,18,Black
1245,28,29,Black
1246,18,19,Red
1247,30,31,Red
1248,31,32,Black
1249,9,10,Red
1250,13,14,Black
1251,25,26,Red
1252,32,33,Red
1253,16,17,Red
1254,0,0,Green
1255,28,29,Black
1256,17,18,Black
1257,7,8,Red
1258,21,22,Red
1259,2,3,Black
1260,7,8,Red
1261,29,30,Black
1262,6,7,Black
1263,24,25,Black
1264,3,4,Red
1265,18,19,Red
1266,17,18,Black
1267,00,1,Green
1268,26,27,Black
1269,13,14,Black
1270,25,26,Red
1271,10,11,Black
1272,24,25,Black
1273,17,18,Black
1274,12,13,Red
1275,19,20,Red
1276,18,19,Red
1277,6,7,Black
1278,34,35,Red
1279,28,29,Black
1280,2,3,Black
1281,29,30,Black
1282,14,15,Red
1283,8,9,Black
1284,18,19,Red
1285,13,14,Black
1286,36,37,Red
1287,11,12,Black
1288,28,29,Black
1289,4,5,Black
1290,4,5,Black
1291,29,30,Black
1292,30,31,Red
1293,11,12,Black
1294,11,12,Black
1295,3,4,Red
1296,7,8,Red
1297,19,20,Red
1298,14,15,Red
1299,14,15,Red
1300,35,36,Black
1301,26,27,Black
1302,20,21,Black
1303,3,4,Red
1304,21,22,Red
1305,11,12,Black
1306,17,18,Black
1307,28,29,Black
1308,8,9,Black
1309,34,35,Red
1310,25,26,Red
1311,12,13,Red
1312,28,29,Black
1313,3,4,Red
1314,0,0,Green
1315,16,17,Red
1316,31,32,Black
1317,5,6,Red
1318,21,22,Red
1319,14,15,Red
1320,16,17,Red
1321,23,24,Red
1322,17,18,Black
1323,32,33,Red
1324,33,34,Black
1325,31,32,Black
1326,25,26,Red
1327,14,15,Red
1328,31,32,Black
1329,35,36,Black
1330,24,25,Black
1331,12,13,Red
1332,16,17,Red
1333,00,1,Green
1334,6,7,Black
1335,28,29,Black
1336,2,3,Black
1337,17,18,Black
1338,2,3,Black
1339,11,12,Black
1340,25,26,Red
1341,28,29,Black
1342,19,20,Red
1343,23,24,Red
1344,32,33,Red
1345,33,34,Black
1346,17,18,Black
1347,18,19,Red
1348,9,10,Red
1349,7,8,Red
1350,24,25,Black
1351,29,30,Black
1352,20,21,Black
1353,4,5,Black
1354,10,11,Black
1355,00,1,Green
1356,30,31,Red
1357,5,6,Red
1358,24,25,Black
1359,2,3,Black
1360,30,31,Red
1361,8,9,Black
1362,3,4,Red
1363,13,14,Black
1364,30,31,Red
1365,19,20,Red
1366,2,3,Black
1367,26,27,Black
1368,12,13,Red
1369,9,10,Red
1370,0,0,Green
1371,9,10,Red
1372,14,15,Red
1373,3,4,Red
1374,9,10,Red
1375,33,34,Black
1376,21,22,Red
1377,00,1,Green
1378,2,3,Black
1379,1,2,Red
1380,15,16,Black
1381,23,24,Red
1382,20,21,Black
1383,27,28,Red
1384,22,23,Black
1385,34,35,Red
1386,26,27,Black
1387,21,22,Red
1388,22,23,Black
1389,19,20,Red
1390,3,4,Red
1391,28,29,Black
1392,18,19,Red
1393,36,37,Red
1394,32,33,Red
1395,0,0,Green
1396,6,7,Black
1397,8,9,Black
1398,3,4,Red
1399,36,37,Red
1400,15,16,Black
1401,21,22,Red
1402,24,25,Black
1403,17,18,Black
1404,33,34,Black
1405,26,27,Black
1406,29,30,Black
1407,00,1,Green
1408,29,30,Black
1409,21,22,Red
1410,29,30,Black
1411,10,11,Black
1412,19,20,Red
1413,22,23,Black
1414,13,14,Black
1415,23,24,Red
1416,14,15,Red
1417,3,4,Red
1418,21,22,Red
1419,34,35,Red
1420,8,9,Black
1421,12,13,Red
1422,35,36,Black
1423,21,22,Red
1424,3,4,Red
1425,16,17,Red
1426,11,12,Black
1427,10,11,Black
1428,22,23,Black
1429,8,9,Black
1430,15,16,Black
1431,22,23,Black
1432,0,0,Green
1433,11,12,Black
1434,30,31,Red
1435,6,7,Black
1436,25,26,Red
1437,34,35,Red
1438,26,27,Black
1439,15,16,Black
1440,18,19,Red
1441,9,10,Red
1442,12,13,Red
1443,15,16,Black
1444,29,30,Black
1445,35,36,Black
1446,13,14,Black
1447,5,6,Red
1448,33,34,Black
1449,23,24,Red
1450,36,37,Red
1451,34,35,Red
1452,4,5,Black
1453,6,7,Black
1454,33,34,Black
1455,19,20,Red
1456,20,21,Black
1457,11,12,Black
1458,3,4,Red
1459,9,10,Red
1460,7,8,Red
1461,11,12,Black
1462,35,36,Black
1463,3,4,Red
1464,16,17,Red
1465,35,36,Black
1466,18,19,Red
1467,36,37,Red
1468,19,20,Red
1469,15,16,Black
1470,6,7,Black
1471,3,4,Red
1472,29,30,Black
1473,32,33,Red
1474,21,22,Red
1475,25,26,Red
1476,25,26,Red
1477,33,34,Black
1478,33,34,Black
1479,32,33,Red
1480,21,22,Red
1481,35,36,Black
1482,17,18,Black
1483,1,2,Red
1484,11,12,Black
1485,1,2,Red
1486,00,1,Green
1487,0,0,Green
1488,2,3,Black
1489,13,14,Black
1490,24,25,Black
1491,3,4,Red
1492,21,22,Red
1493,00,1,Green
1494,13,14,Black
1495,27,28,Red
1496,19,20,Red
