Round,Winning Number,Winning Index,Color
544,24,25,Black
545,30,31,Red
546,32,33,Red
547,22,23,Black
548,31,32,Black
549,12,13,Red
550,23,24,Red
551,21,22,Red
552,11,12,Black
553,5,6,Red
554,20,21,Black
555,20,21,Black
556,35,36,Black
557,18,19,Red
558,27,28,Red
559,18,19,Red
560,31,32,Black
561,23,24,Red
562,29,30,Black
563,1,2,Red
564,28,29,Black
565,8,9,Black
566,28,29,Black
567,2,3,Black
568,10,11,Black
569,25,26,Red
570,31,32,Black
571,14,15,Red
572,27,28,Red
573,16,17,Red
574,1,2,Red
575,14,15,Red
576,21,22,Red
577,11,12,Black
578,32,33,Red
579,22,23,Black
580,19,20,Red
581,7,8,Red
582,12,13,Red
583,28,29,Black
584,20,21,Black
585,5,6,Red
586,8,9,Black
587,33,34,Black
588,22,23,Black
589,00,1,Green
590,0,0,Green
591,16,17,Red
592,24,25,Black
593,34,35,Red
594,34,35,Red
595,18,19,Red
596,23,24,Red
597,6,7,Black
598,00,1,Green
599,36,37,Red
600,00,1,Green
601,9,10,Red
602,3,4,Red
603,14,15,Red
604,35,36,Black
605,30,31,Red
606,36,37,Red
607,6,7,Black
608,15,16,Black
609,14,15,Red
610,28,29,Black
611,22,23,Black
612,12,13,Red
613,1,2,Red
614,26,27,Black
615,32,33,Red
616,26,27,Black
617,21,22,Red
618,5,6,Red
619,27,28,Red
620,17,18,Black
621,3,4,Red
622,24,25,Black
623,5,6,Red
624,17,18,Black
625,7,8,Red
626,4,5,Black
627,1,2,Red
628,13,14,Black
629,9,10,Red
630,22,23,Black
631,35,36,Black
632,36,37,Red
633,7,8,Red
634,5,6,Red
635,35,36,Black
636,31,32,Black
637,18,19,Red
638,18,19,Red
639,7,8,Red
640,24,25,Black
641,16,17,Red
642,32,33,Red
643,13,14,Black
644,12,13,Red
645,3,4,Red
646,2,3,Black
647,22,23,Black
648,31,32,Black
649,35,36,Black
650,4,5,Black
651,10,11,Black
652,20,21,Black
653,1,2,Red
654,26,27,Black
655,27,28,Red
656,15,16,Black
657,8,9,Black
658,29,30,Black
659,29,30,Black
660,8,9,Black
661,28,29,Black
662,35,36,Black
663,00,1,Green
664,27,28,Red
665,19,20,Red
666,33,34,Black
667,20,21,Black
668,2,3,Black
669,31,32,Black
670,0,0,Green
671,16,17,Red
672,15,16,Black
673,17,18,Black
674,2,3,Black
675,31,32,Black
676,10,11,Black
677,1,2,Red
678,33,34,Black
679,24,25,Black
680,34,35,Red
681,31,32,Black
682,11,12,Black
683,8,9,Black
684,28,29,Black
685,00,1,Green
686,31,32,Black
687,14,15,Red
688,23,24,Red
689,18,19,Red
690,12,13,Red
691,35,36,Black
692,2,3,Black
693,30,31,Red
694,15,16,Black
695,3,4,Red
696,34,35,Red
697,13,14,Black
698,4,5,Black
699,25,26,Red
700,2,3,Black
701,7,8,Red
702,1,2,Red
703,25,26,Red
704,35,36,Black
705,8,9,Black
706,31,32,Black
707,00,1,Green
708,0,0,Green
709,9,10,Red
710,3,4,Red
711,16,17,Red
712,35,36,Black
713,10,11,Black
714,21,22,Red
715,13,14,Black
716,31,32,Black
717,32,33,Red
718,33,34,Black
719,11,12,Black
720,13,14,Black
721,10,11,Black
722,18,19,Red
723,0,0,Green
724,17,18,Black
725,32,33,Red
726,18,19,Red
727,24,25,Black
728,26,27,Black
729,31,32,Black
730,4,5,Black
731,3,4,Red
732,12,13,Red
733,33,34,Black
734,23,24,Red
735,00,1,Green
736,33,34,Black
737,27,28,Red
738,1,2,Red
739,27,28,Red
740,26,27,Black
741,11,12,Black
742,00,1,Green
743,29,30,Black
744,3,4,Red
745,31,32,Black
746,27,28,Red
747,18,19,Red
748,5,6,Red
749,33,34,Black
750,12,13,Red
751,18,19,Red
752,3,4,Red
753,12,13,Red
754,3,4,Red
755,25,26,Red
756,29,30,Black
757,12,13,Red
758,19,20,Red
759,15,16,Black
760,19,20,Red
761,25,26,Red
762,35,36,Black
763,18,19,Red
764,00,1,Green
765,00,1,Green
766,24,25,Black
767,29,30,Black
768,15,16,Black
769,26,27,Black
770,24,25,Black
771,25,26,Red
772,18,19,Red
773,1,2,Red
774,26,27,Black
775,6,7,Black
776,26,27,Black
777,24,25,Black
778,20,21,Black
779,10,11,Black
780,18,19,Red
781,6,7,Black
782,9,10,Red
783,20,21,Black
784,1,2,Red
785,27,28,Red
786,22,23,Black
787,8,9,Black
788,35,36,Black
789,30,31,Red
790,27,28,Red
791,22,23,Black
792,10,11,Black
793,20,21,Black
794,28,29,Black
795,15,16,Black
796,8,9,Black
797,28,29,Black
798,26,27,Black
799,1,2,Red
800,30,31,Red
801,10,11,Black
802,27,28,Red
803,00,1,Green
804,29,30,Black
805,14,15,Red
806,22,23,Black
807,36,37,Red
808,19,20,Red
809,23,24,Red
810,32,33,Red
811,25,26,Red
812,27,28,Red
813,2,3,Black
814,9,10,Red
815,13,14,Black
816,16,17,Red
817,30,31,Red
818,29,30,Black
819,17,18,Black
820,33,34,Black
821,13,14,Black
822,2,3,Black
823,11,12,Black
824,23,24,Red
825,27,28,Red
826,36,37,Red
827,27,28,Red
828,35,36,Black
829,20,21,Black
830,2,3,Black
831,2,3,Black
832,33,34,Black
833,20,21,Black
834,19,20,Red
835,29,30,Black
836,29,30,Black
837,14,15,Red
838,31,32,Black
839,22,23,Black
840,19,20,Red
841,17,18,Black
842,6,7,Black
843,27,28,Red
844,2,3,Black
845,10,11,Black
846,20,21,Black
847,21,22,Red
848,29,30,Black
849,35,36,Black
850,10,11,Black
851,8,9,Black
852,15,16,Black
853,20,21,Black
854,18,19,Red
855,2,3,Black
856,21,22,Red
857,00,1,Green
858,27,28,Red
859,24,25,Black
860,19,20,Red
861,16,17,Red
862,27,28,Red
863,6,7,Black
864,8,9,Black
865,29,30,Black
866,9,10,Red
867,18,19,Red
868,00,1,Green
869,19,20,Red
870,0,0,Green
871,7,8,Red
872,32,33,Red
873,1,2,Red
874,24,25,Black
875,36,37,Red
876,22,23,Black
877,19,20,Red
878,14,15,Red
879,8,9,Black
880,35,36,Black
881,24,25,Black
882,16,17,Red
883,00,1,Green
884,27,28,Red
885,31,32,Black
886,20,21,Black
887,8,9,Black
888,34,35,Red
889,28,29,Black
890,14,15,Red
891,14,15,Red
892,30,31,Red
893,4,5,Black
894,00,1,Green
895,25,26,Red
896,20,21,Black
897,33,34,Black
898,23,24,Red
899,17,18,Black
900,2,3,Black
901,28,29,Black
902,30,31,Red
903,24,25,Black
904,33,34,Black
905,4,5,Black
906,29,30,Black
907,5,6,Red
908,3,4,Red
909,21,22,Red
910,24,25,Black
911,22,23,Black
912,28,29,Black
913,2,3,Black
914,6,7,Black
915,26,27,Black
916,22,23,Black
917,22,23,Black
918,27,28,Red
919,15,16,Black
920,27,28,Red
921,0,0,Green
922,00,1,Green
923,13,14,Black
924,5,6,Red
925,5,6,Red
926,18,19,Red
927,18,19,Red
928,9,10,Red
929,4,5,Black
930,11,12,Black
931,23,24,Red
932,10,11,Black
933,4,5,Black
934,24,25,Black
935,10,11,Black
936,19,20,Red
937,20,21,Black
938,29,30,Black
939,9,10,Red
940,26,27,Black
941,9,10,Red
942,11,12,Black
943,35,36,Black
944,12,13,Red
945,00,1,Green
946,30,31,Red
947,21,22,Red
948,21,22,Red
949,12,13,Red
950,2,3,Black
951,27,28,Red
952,1,2,Red
953,24,25,Black
954,30,31,Red
955,1,2,Red
956,34,35,Red
957,27,28,Red
958,31,32,Black
959,3,4,Red
960,28,29,Black
961,26,27,Black
962,00,1,Green
963,9,10,Red
964,20,21,Black
965,16,17,Red
966,22,23,Black
967,1,2,Red
968,21,22,Red
969,12,13,Red
970,29,30,Black
971,0,0,Green
972,6,7,Black
973,30,31,Red
974,19,20,Red
975,30,31,Red
976,25,26,Red
977,1,2,Red
978,28,29,Black
979,33,34,Black
980,31,32,Black
981,35,36,Black
982,3,4,Red
983,19,20,Red
984,18,19,Red
985,31,32,Black
986,29,30,Black
987,17,18,Black
988,25,26,Red
989,16,17,Red
990,9,10,Red
991,6,7,Black
992,27,28,Red
993,13,14,Black
994,3,4,Red
995,27,28,Red
996,0,0,Green
997,22,23,Black
998,22,23,Black
999,10,11,Black
1000,4,5,Black
